"PlayerID","BackgroundName","ProjectionMiddle","Keeper","PricePrice","PricePricedat","PriceMMrating","DraftRank","KeeperRank","BackgroundIcon1","BackgroundIcon2","BackgroundIcon3","Comment","Short","PreseasonGame1","PreseasonGame2","PreseasonGT","PositionRankonprice","PositionRankon2022average","PositionRankonPPM","PositionRankonlast5","PositionRankoncareerhigh","Price150k","Price85","Pricecareerhigh","ConsistencyHigh","ConsistencyLow","Consistency120","Consistency100","Consistency90","Consistency70","Consistency50tog","ConsistencyCBAHigh","ConsistencyCBALow","ConsistencyCBA120","ConsistencyCBA100","ConsistencyCBA90","ConsistencyCBA70","ConsistencyCBA50tog","ConsistencyKIHigh","ConsistencyKILow","ConsistencyKI120","ConsistencyKI100","ConsistencyKI90","ConsistencyKI70","ConsistencyKI50tog","SplitsRegular","SplitsVregular","SplitsH1","SplitsVH1","SplitsH2","SplitsVH2","SplitsLast5","SplitsVLast5","SplitsFinals","SplitsVfinals","SplitsExlowest","SplitsVexlowest","BestAverage","2022Average","2021Average","2020Average","2019Average","2018Average","2017Average","BestRank","2022Rank","2021Rank","2020Rank","2019Rank","2018Rank","2017Rank","Best100GT","2022100GT","2021100GT","2020100GT","2019100GT","2018100GT","2017100GT","BestTrend","2022Trend","2021Trend","2020Trend","2019Trend","2018Trend","2017Trend","StatDisposals","StatEfficiency","StatContested","StatClangers","StatTackles","StatValue","Stat22Disposals","Stat22Efficiency","Stat22Contested","Stat22Clangers","Stat22Tackles","Stat22Value","StatLabel","KeeperOrder","PositionRankon2023average","SplitsEx50TOG","2023Average","2024Rank","2023Rank","2024100GT","2023100GT","2024Trend","2023Trend","2024Average","PositionRankon2024average","StatClearances","StatIntercepts","StatHta","StatGoals","Stat22Clearances","Stat22Intercepts","Stat22Hta","Stat22Goals"
"CD_I295222","Joel Hamling",31,34,159600,30,"Fair","F272","F297",18,14,11,NULL,"Didn’t feature in his first season at the Swans, genuine key back",NULL,68,96,196,NULL,NULL,NULL,NULL,57,-14,-42,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,44,72,0,63,72,63,332,426,176,NULL,193,122,138,94,51,94,0,68,78,66,NULL,-28,9,NULL,-8,9,10,NULL,NULL,NULL,NULL,NULL,NULL,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",284,NULL,NULL,59,NULL,333,0,66,NULL,15,0,NULL,NULL,NULL,NULL,NULL,2.9,1.5,0.8,1.6
"CD_I1009385","Deven Robertson",55,78,121200,22,"Unders","F135/M184","F63/M138",26,14,0,"Robertson was one of the most hyped rookies in SuperCoach when he was drafted, following his elite scoring in his draft year; 113 average in the National Championships (ranked 1) and 120 average in WAFL colts (also ranked 1). He hasn’t done a heap at AFL level in his first five seasons, and bottomed out with just two senior games in 2024. His VFL form is still strong, 98 last year and 114 and 104 the years prior. I think the Lions have moved past him now with the Ashcroft boys getting into the midfield it but he's always worth tracking due to his elite scoring at the lower level.","Junior gun who has displayed that same level of ball winning ability in the VFL (114 in 2023, 98 2024), but limited to a forward or defensive role when at AFL level where his scoring has been limited and he might have just been overtaken by the Ashcroft boys",NULL,0,0,219,NULL,218,NULL,61,50,-15,-43,26,24," 0 / 2"," 0 / 2"," 2 / 2"," 2 / 2"," 0 / 2",4,30,NULL,NULL,17,17,NULL,0,0,NULL,NULL,0,0,NULL,25,-3,25,-3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-3,65,65,62,47,NULL,NULL,NULL,412,253,249,312,NULL,NULL,NULL,88,83,88,69,NULL,NULL,NULL,-40,3,15,NULL,NULL,NULL,NULL,8.0,63.3,40.0,3.0,2.0,0.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",56,212,25,45,579,451,36,77,-20,-20,25,NULL,0.5,1.0,0.0,0.0,2.9,1.5,0.8,1.6
"CD_I1027877","Connor O'Sullivan",41,69,148700,28,"Low","D184","D105",11,0,0,NULL,"Former pick 11 but KPP at the Cats who will likely need some time to develop, talked up internally but hard to see him scoring much as a young key defender",NULL,17,41,191,NULL,188,NULL,169,55,NULL,-18,46,46," 0 / 1"," 0 / 1"," 1 / 1"," 1 / 1"," 0 / 1",0,0,NULL,NULL,0,0,NULL,0,0,NULL,NULL,0,0,NULL,46,-18,46,-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-18,46,NULL,NULL,NULL,NULL,NULL,NULL,552,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,11.0,72.7,54.5,3.0,1.0,4.0,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",102,169,46,NULL,487,NULL,53,NULL,NULL,NULL,46,NULL,0.0,4.0,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1024023","Daniel Curtin",51,79,158600,29,"Low","F152","F55",28,12,0,"Adelaide traded up to draft Curtin at pick 8, who was a centre half-back with good foot skills. Curtin produced a huge U18 Champs campaign, averaging 23.5 disposals and 6.5 marks per game for a 104 point average and CHB honours in the Team of the Year. He featured heavily in the back half of the season in the WAFL, holding his own with 16.5 disposals and four marks per game, while he also played through the midfield at Colts level. While it seems more natural to introduce him into the AFL system as a defender, the Crows used him as a midfielder in his limited games last year and that's where he finished at SANFL level. While it sounds good, his scoring would be better as a defender. Regardless, if he's named at that price, he's certainly one to consider given his pedigree and extra year in the system.","Former pick eight who was drafted as a defender, but used as a forward and even midfielder in his first season, looks like the midfield role may stick and while Crows have plenty running through there, if he's named Round 1 he's a sneaky option at that price",NULL,29,35,197,NULL,143,160,202,57,NULL,-4,58,4," 0 / 7"," 0 / 7"," 7 / 7"," 7 / 7"," 3 / 7",0,10,NULL,NULL,14,14,11,0,0,NULL,NULL,0,0,0,33,-4,26,3,35,-6,35,-6,NULL,NULL,NULL,-20,33,NULL,NULL,NULL,NULL,NULL,NULL,597,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,7.7,76.8,33.6,0.9,1.0,0.4,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",49,202,49,NULL,563,NULL,71,NULL,NULL,NULL,33,NULL,0.9,1.0,0.0,0.4,2.9,1.5,0.8,1.6
"CD_I1017043","Judson Clarke",42,55,119900,22,"Unders","F213","F193",14,10,0,NULL,"Missed most of 2024 with an ACL, has some nice forward craft but not in a great SuperCoach role and will take time to recover",NULL,0,0,220,NULL,217,NULL,163,50,-14,-23,8,8," 0 / 1"," 0 / 1"," 1 / 1"," 1 / 1"," 1 / 1",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,8,14,8,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,45,NULL,NULL,NULL,NULL,NULL,559,422,NULL,NULL,NULL,NULL,NULL,75,63,NULL,NULL,NULL,NULL,NULL,-37,NULL,NULL,NULL,NULL,NULL,NULL,4.0,75.0,25.0,1.0,0.0,0.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",178,221,NULL,43,598,463,42,75,-35,-1,8,NULL,0.0,1.0,0.0,0.0,2.9,1.5,0.8,1.6
"CD_I1023144","Robert Hansen Jr",33,40,165700,31,"Fair","F263","F275",10,0,0,NULL,"Taken at pick two in the AFL Mid-Season Rookie Draft, small forward role where scoring will always be limited",NULL,61,96,195,NULL,196,161,198,59,5,-3,48,17," 0 / 6"," 0 / 6"," 6 / 6"," 6 / 6"," 2 / 6",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,34,-3,NULL,NULL,34,-3,35,-4,NULL,NULL,NULL,-10,34,NULL,NULL,NULL,NULL,NULL,NULL,593,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,8.5,72.2,36.7,1.7,0.7,0.7,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",264,198,41,15,559,527,58,31,19,NULL,34,NULL,0.3,0.7,0.0,0.7,2.9,1.5,0.8,1.6
"CD_I1012127","Brandon Ryan",42,50,119900,22,"Unders","F216","F228",14,11,0,NULL,"Picked in the mid-season draft and then traded to Brisbane in the same year, might get more of a go with no Daniher but unlikely to make much of an impact",NULL,0,0,220,NULL,215,NULL,199,50,-12,-12,23,23," 0 / 1"," 0 / 1"," 1 / 1"," 1 / 1"," 0 / 1",0,0,NULL,NULL,0,0,NULL,0,0,NULL,NULL,0,0,NULL,23,-1,23,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,34,NULL,NULL,NULL,NULL,NULL,NULL,594,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,-11,NULL,NULL,NULL,NULL,NULL,NULL,2.0,100.0,50.0,0.0,1.0,1.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",212,214,23,34,585,493,44,55,-11,NULL,23,NULL,0.0,0.0,0.0,1.0,2.9,1.5,0.8,1.6
"CD_I992472","Oscar McDonald",41,45,119900,22,"Unders","D185","D208",11,14,0,NULL,"Found himself at a third club after being named at full-back in the 2023 VFL team of the year, but knee surgery ruled him out of 2024",NULL,0,0,200,NULL,194,NULL,85,50,NULL,-48,27,27," 0 / 1"," 0 / 1"," 1 / 1"," 1 / 1"," 0 / 1",0,0,NULL,NULL,0,0,NULL,0,0,NULL,NULL,0,0,NULL,27,-5,27,-5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5,70,56,53,55,49,56,70,359,348,324,286,283,200,106,108,76,108,59,55,59,76,-43,3,-2,6,-7,-13,1,10.0,50.0,10.0,4.0,1.0,2.0,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",206,193,27,NULL,577,NULL,47,NULL,-29,NULL,27,NULL,0.0,2.0,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1020586","Arthur Jones",33,44,150900,28,"Low","F264","F266",14,10,0,NULL,"Small forward played 13 games in 2023 and showed great excitement, but just one in 2024 and role when playing isn't good for scoring",NULL,53,120,201,NULL,193,143,179,56,-9,-12,40,40," 0 / 1"," 0 / 1"," 1 / 1"," 1 / 1"," 0 / 1",0,0,NULL,NULL,0,0,NULL,0,0,NULL,NULL,0,0,NULL,40,-12,NULL,NULL,40,-12,40,-12,NULL,NULL,NULL,-12,40,0,NULL,NULL,NULL,NULL,NULL,576,NULL,NULL,NULL,NULL,NULL,NULL,60,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,8.0,62.5,44.4,2.0,0.0,1.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",258,179,40,34,530,492,60,49,6,NULL,40,NULL,0.0,2.0,0.0,1.0,2.9,1.5,0.8,1.6
"CD_I1017933","Alwyn Davey Jnr",32,40,146600,27,"Low","F267","F276",10,0,0,NULL,"Showed some nice signs in his 20 games since being drafted, small forward role will keep his scoring limited",NULL,0,0,206,NULL,214,173,191,55,-13,-10,49,4," 0 / 10"," 0 / 10"," 10 / 10"," 10 / 10"," 2 / 10",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,27,0,28,-1,23,5,23,5,NULL,NULL,NULL,-6,37,NULL,NULL,NULL,NULL,NULL,NULL,585,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,-10,NULL,NULL,NULL,NULL,NULL,NULL,6.0,57.3,36.0,1.5,1.6,0.5,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",264,211,33,37,576,484,46,62,-10,NULL,27,NULL,0.3,0.9,0.0,0.5,2.9,1.5,0.8,1.6
"CD_I997501","Ryan Gardner",38,40,145800,27,"Low","D203","D226",20,11,0,NULL,"Key defender missed most of 2024 with a wrist injury, certainly not a scorer",NULL,0,0,193,NULL,NULL,NULL,NULL,55,-12,-36,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,63,38,47,32,0,0,429,277,390,314,301,NULL,NULL,64,64,46,49,43,0,0,NULL,26,-9,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",217,NULL,NULL,54,NULL,393,0,56,NULL,-9,0,NULL,NULL,NULL,NULL,NULL,1.7,5.3,0.0,0.3
"CD_I1013532","Tom Fullarton",39,50,119900,22,"Low","F233","F229",11,14,0,NULL,"Back up ruck/forward who couldn't get a game with Max injured, now Campbell is there he's even further down the pecking order",NULL,0,0,220,NULL,NULL,NULL,NULL,50,NULL,-32,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,54,48,30,0,NULL,NULL,507,360,356,337,NULL,NULL,NULL,77,77,64,75,0,NULL,NULL,NULL,6,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",212,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2.9,1.5,0.8,1.6
"CD_I1027965","Max Ramsden",33,55,128200,24,"Low","F265","F194",28,14,0,NULL,"202cm ruck is behind the two others at the Hawks, so I doubt we'll see him this season",NULL,33,131,213,NULL,209,NULL,199,52,-7,-10,71,6," 0 / 3"," 0 / 3"," 3 / 3"," 2 / 3"," 1 / 3",8,8,NULL,NULL,12,15,8,0,0,NULL,NULL,0,0,0,34,-10,34,-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-24,34,0,NULL,NULL,NULL,NULL,NULL,594,NULL,NULL,NULL,NULL,NULL,NULL,52,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,5.7,94.4,50.0,1.7,2.0,0.3,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",178,199,48,26,560,513,52,40,9,NULL,34,NULL,0.7,1.0,0.7,0.3,2.9,1.5,0.8,1.6
"CD_I1024188","Clay Hall",43,69,129500,24,"Low","M217","M182",26,14,0,NULL,"Inside mid with senior experience after dominating at lower levels (averaging 27 disposals and 108 points in championships), season was interrupted with an ankle injury and never really got going, West Coast have recruited a few new players but apparently looking good in the pre-season",NULL,0,0,146,NULL,143,122,141,52,NULL,-10,37,31," 0 / 3"," 0 / 3"," 3 / 3"," 3 / 3"," 2 / 3",7,0,NULL,NULL,2,2,0,0,0,NULL,NULL,0,0,0,34,-10,NULL,NULL,34,-10,34,-10,NULL,NULL,NULL,-13,34,NULL,NULL,NULL,NULL,NULL,NULL,591,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,9.0,73.0,45.7,1.0,0.7,1.0,28.2,69.1,43.7,3.5,4.5,6.2,"Clearances",134,141,37,NULL,557,NULL,61,NULL,NULL,NULL,34,NULL,1.0,2.0,0.0,0.0,6.2,2.9,0.0,0.8
"CD_I999715","Jy Farrar",38,45,119900,22,"Low","D204","D209",10,14,0,NULL,"Fringe defender who has never been an accumulator and unlikely to change",NULL,0,0,200,NULL,NULL,NULL,NULL,50,-14,-39,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,61,56,49,NULL,NULL,NULL,455,298,306,305,NULL,NULL,NULL,84,84,69,82,NULL,NULL,NULL,NULL,5,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",206,NULL,NULL,37,NULL,486,0,70,NULL,-24,0,NULL,NULL,NULL,NULL,NULL,1.7,5.3,0.0,0.3
"CD_I1023542","Ted Clohesy",48,79,119900,22,"Unders","F172/M203","F56/M132",8,26,0,NULL,"Cat-B rook but one with scoring pedigree, averaged 96 at NAB League and 103 last season at VFL level, only two games in 2024 (both as sub) but might see more in 2025 with Cats injecting some more youth",NULL,40,138,220,NULL,138,171,216,50,-15,-1,23,22," 0 / 2"," 0 / 2"," 2 / 2"," 2 / 2"," 2 / 2",10,5,NULL,NULL,8,8,8,0,0,NULL,NULL,0,0,0,23,-1,NULL,NULL,23,-1,23,-1,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,607,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,5.0,70.8,29.2,0.0,4.0,0.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",49,216,NULL,22,587,516,71,85,1,NULL,23,NULL,0.5,0.5,0.0,0.0,2.9,1.5,0.8,1.6
"CD_I1027969","Harvey Johnston",29,45,148700,28,"Fair","D236","D210",14,20,0,NULL,"More of an impact player rather than an accumulator in juniors and that showed with his 56 average in the WAFL last season",NULL,0,0,191,NULL,193,153,190,55,NULL,-3,48,11," 0 / 6"," 0 / 6"," 6 / 6"," 6 / 6"," 1 / 6",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,31,-3,15,13,39,-11,39,-11,NULL,NULL,NULL,-7,31,NULL,NULL,NULL,NULL,NULL,NULL,599,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,8.5,74.6,35.4,1.0,0.5,1.3,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",206,190,35,NULL,567,NULL,47,NULL,NULL,NULL,31,NULL,0.7,1.3,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1018424","Corey Warner",36,60,148700,28,"Low","F251","F167",28,14,0,NULL,"Has been a common vest candidate so far in his career and that may well continue",NULL,54,66,205,NULL,173,175,205,55,-8,-3,61,0," 0 / 6"," 0 / 6"," 6 / 6"," 6 / 6"," 3 / 6",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,31,-3,32,-4,30,-2,20,8,NULL,NULL,NULL,-25,31,0,NULL,NULL,NULL,NULL,NULL,599,NULL,NULL,NULL,NULL,NULL,NULL,65,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,8.2,66.8,39.3,0.8,0.8,0.2,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",137,205,53,21,567,521,65,46,10,NULL,31,NULL,0.2,1.7,0.0,0.2,2.9,1.5,0.8,1.6
"CD_I1006087","Caleb Graham",36,40,119900,22,"Low","D207","D227",11,14,0,NULL,"Key defender with a very modest scoring history at all levels",NULL,0,0,200,NULL,NULL,NULL,NULL,50,NULL,-36,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,58,44,53,55,NULL,NULL,476,314,374,290,252,NULL,NULL,65,65,54,62,60,NULL,NULL,NULL,15,-9,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",217,NULL,NULL,0,NULL,NULL,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1.7,5.3,0.0,0.3
"CD_I1024057","Caiden Cleary",41,68,124100,23,"Low","F220","F117",14,8,0,NULL,"Tough inside mid, made All-Australian in his draft year after averaging 29 disposals, five marks, and six tackles for a 107 average, might need time before becoming a regular at AFL level though",NULL,0,0,217,NULL,185,162,207,51,NULL,-6,62,3," 0 / 5"," 0 / 5"," 5 / 5"," 5 / 5"," 3 / 5",0,4,NULL,NULL,4,4,3,0,0,NULL,NULL,0,0,0,29,-6,NULL,NULL,29,-6,33,-10,NULL,NULL,NULL,-26,29,NULL,NULL,NULL,NULL,NULL,NULL,601,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,6.6,82.7,46.6,0.8,1.2,0.4,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",107,207,49,NULL,570,NULL,62,NULL,NULL,NULL,29,NULL,0.6,1.2,0.0,0.4,2.9,1.5,0.8,1.6
"CD_I1017751","Josh Fahey",43,75,119900,22,"Unders","D178","D83",14,26,0,NULL,"Continues to put up huge numbers up in the VFL (105 last year) found it hard to crack into the senior team though and his suspension to start the season is going to make it tough",NULL,0,0,200,NULL,NULL,NULL,NULL,50,-13,-5,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,0,NULL,NULL,NULL,NULL,NULL,603,NULL,NULL,NULL,NULL,NULL,NULL,64,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",79,NULL,NULL,27,NULL,511,0,64,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1.7,5.3,0.0,0.3
"CD_I1021108","James Tunstill",42,64,119900,22,"Unders","F217/M227","F133/M195",8,14,0,NULL,"Hard, contested ball winning midfielder who always gets nice VFL numbers (96 last year) but hasn't cracked it yet in the AFL",NULL,0,0,220,NULL,71,NULL,169,50,-13,-21,61,13," 0 / 3"," 0 / 3"," 3 / 3"," 3 / 3"," 3 / 3",0,12,NULL,NULL,9,9,9,0,0,NULL,NULL,0,0,0,32,-10,32,-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-39,43,43,NULL,NULL,NULL,NULL,NULL,571,434,NULL,NULL,NULL,NULL,NULL,83,61,NULL,NULL,NULL,NULL,NULL,-11,NULL,NULL,NULL,NULL,NULL,NULL,5.0,72.7,36.0,0.0,1.3,0.0,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",124,203,61,22,565,516,83,61,10,-21,32,NULL,1.0,0.8,0.0,0.0,2.9,1.5,0.8,1.6
"CD_I1017059","Josh Gibcus",35,50,153600,28,"Low","D219","D182",11,21,0,NULL,"Promising tall defender who was taken at pick nine in 2021, missed the entire 2023 season with injury, did his ACL in Round 1 2024 and has a significant hamstring injury this year, hope he gets a run at it soon ",NULL,0,0,188,NULL,128,NULL,147,56,NULL,-26,76,19," 0 / 2"," 0 / 2"," 2 / 2"," 1 / 2"," 1 / 2",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,48,-20,48,-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-48,54,54,NULL,NULL,NULL,NULL,NULL,509,362,NULL,NULL,NULL,NULL,NULL,74,64,NULL,NULL,NULL,NULL,NULL,-6,NULL,NULL,NULL,NULL,NULL,NULL,5.0,88.9,94.4,0.5,2.0,4.5,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",170,164,76,0,477,NULL,74,0,-6,NULL,48,NULL,0.0,4.5,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1012817","Zach Reid",54,65,119900,22,"Unders","D126","D121",11,28,0,"25 FEB UPDATE: Scored well in pre-season and even took some kick-ins, bench option only but he might be a better scorer than I first thought.","Former top 10 pick where some thought he was as talented as any, has taken a lot of time to develop and had some injury issues, hopefully gets a nice run at it this season but as a developing key back his scoring will be limited. Could be worth a look at basement price",NULL,73,78,200,NULL,195,NULL,148,50,NULL,-31,15,15," 0 / 1"," 0 / 1"," 1 / 1"," 1 / 1"," 1 / 1",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,15,7,15,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,46,53,NULL,NULL,NULL,NULL,514,412,324,NULL,NULL,NULL,NULL,62,54,62,NULL,NULL,NULL,NULL,-38,-7,NULL,NULL,NULL,NULL,NULL,3.0,100.0,0.0,0.0,1.0,0.0,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",117,198,NULL,0,595,NULL,45,0,-31,NULL,15,NULL,0.0,0.0,0.0,0.0,1.7,5.3,0.0,0.3
"CD_I1015862","Conor Stone",63,75,119900,22,"Unders","F89","F77",17,0,0,"Stone hasn't featured much since being drafted in the first round of the 2020 draft, largely hampered by a tough run of soft issue injuries. However, he was a man in-demand at the end of 2024 following an impressive VFL season which saw him win the Giants' B&F. He averaged 84 for the season (up from 57 in 2023) where he started as a forward, kicking 16 goals from his first seven games, before he flourished as an intercept defender in the second half of the season of which included him scoring 120 and 140 in consecutive weeks. It is this role that he is flagged to take in 2025 following the departure of defender Harry Perryman. With forward status, he becomes a very interesting option in 2025. His Round 0 score will likely make the decision for us, but I think he might be a sneaky pick in 2025. ","Former pick 15 has only played the 13 games since being drafted 2020, but was in demand at the end of year and chose to stay, a candidate for Perryman's wing role makes him an interesting prospect",NULL,62,66,220,NULL,205,184,164,50,-7,-22,34,3," 0 / 4"," 0 / 4"," 4 / 4"," 4 / 4"," 2 / 4",0,0,NULL,NULL,0,0,0,0,0,NULL,NULL,0,0,0,20,2,32,-10,8,15,8,15,NULL,NULL,NULL,-10,44,27,44,NULL,NULL,NULL,NULL,567,454,373,NULL,NULL,NULL,NULL,60,41,60,NULL,NULL,NULL,NULL,-24,-17,NULL,NULL,NULL,NULL,NULL,2.8,85.0,33.8,0.8,1.5,0.3,17.6,68.2,47.4,2.9,3.2,1.6,"Goals",67,218,32,16,592,526,54,37,4,-11,20,NULL,0.0,0.8,0.0,0.3,2.9,1.5,0.8,1.6
"CD_I1011839","James Blanck",29,38,119900,22,"Low","D234","D235",11,27,0,NULL,"Genuine lock-down key defender coming off an ACL",NULL,0,0,200,NULL,NULL,NULL,NULL,50,-9,-23,0,0," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0"," 0 / 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,45,NULL,NULL,NULL,NULL,NULL,560,423,NULL,NULL,NULL,NULL,NULL,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.0,81.1,30.4,2.7,2.6,5.3,"Intercepts",234,NULL,NULL,36,NULL,487,0,44,NULL,-8,0,NULL,NULL,NULL,NULL,NULL,1.7,5.3,0.0,0.3
