Player,Team,Position,Price,PricedAt,Breakeven,Avg2023,Avg2024,L01,L02,L03,L04,L05,LastScore,SeasonAvg,Last3Avg,Last5Avg
Lachlan Bramble,WBD,DEF,618000,61.6861872158495,56,62.1818181818182,68.6521739130435,86,65,60,20,0,86,61.6,70.3333333333333,57.75
Lachlan Charleson,PTA,MID/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Lachlan Cowan,CAR,DEF,545000,54.3996311207734,93,40.5714285714286,56.5,10,61,37,84,0,10,48,36,48
Lachlan Gulbin,GCS,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Lachlan Keeffe,GWS,RUC,467000,46.6139958411031,47,32.2727272727273,52.6666666666667,36,66,52,0,0,36,51.3333333333333,51.3333333333333,51.3333333333333
Lachlan McAndrew,ADE,RUC,302000,30.1443827494928,33,42,0,0,0,0,0,0,0,0,0,0
Lachlan McNeil,WBD,FWD,498000,49.7082867855874,32,27.4615384615385,52.1818181818182,79,51,56,34,0,79,51.4,62,55
Lachlan Murphy,ADE,FWD,533000,53.2018410777472,63,62.4545454545455,52.8235294117647,48,0,0,0,0,48,48,48,48
Lachlan Sholl,ADE,MID,656000,65.4791890187658,126,67.75,85.3,28,40,37,82,0,28,53,35,46.75
Lachlan Smith,WBD,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Lachlan Sullivan,COL,MID,494000,49.309023437912,42,0,46.5,61,55,0,0,0,61,58,58,58
Laitham Vandermeer,WBD,FWD,481000,48.011417557967,79,53.0909090909091,44.6086956521739,13,38,53,81,0,13,46.25,34.6666666666667,46.25
Lance Collard,STK,FWD,333000,33.2386736939771,31,0,8,10,55,63,33,0,10,40.25,42.6666666666667,40.25
Lawson Humphries,GEE,DEF,808000,80.651196230431,81,0,70.8888888888889,67,115,76,87,0,67,87.2,86,86.25
Leek Aleer,GWS,DEF,412000,41.1241248105663,45,0,42.75,0,0,0,0,0,0,0,0,0
Lennox Hoffman,GEE,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Leonardo Lombard,GCS,MID,316000,31.5418044663567,35,0,0,0,0,0,0,0,0,0,0,0
Levi Ashcroft,BRL,MID/FWD,602000,60.0891338251478,24,0,0,94,82,58,74,0,94,78.4,78,77
Lewis Hayes,ESS,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Lewis Melican,SYD,DEF,426000,42.5215465274302,26,40.8571428571429,38.1904761904762,57,52,0,0,0,57,54.5,54.5,54.5
Lewis Young,CAR,DEF/FWD,545000,54.3996311207734,50,56.7333333333333,53.875,64,66,44,0,0,64,58,58,58
Liam Baker,WCE,MID/FWD,792000,79.0541428397294,78,69.8260869565217,78.5,82,86,81,92,0,82,80.4,83,85.25
Liam Duggan,WCE,DEF,759000,75.7602202214073,85,96.2727272727273,88.7142857142857,88,76,54,68,0,88,71.4,72.6666666666667,71.5
Liam Fawcett,RIC,FWD,230000,22.9576424913356,28,0,0,22,0,0,0,0,22,22,22,22
Liam Henry,STK,FWD,588000,58.6917121082839,64,76.75,57.3333333333333,0,0,0,0,0,0,0,0,0
Liam Jones,WBD,DEF,473000,47.2128908626162,65,42.5555555555556,51.35,37,46,38,0,0,37,40.3333333333333,40.3333333333333,40.3333333333333
Liam O'Connell,STK,DEF,242000,24.1554325343618,33,0,0,4,38,29,0,0,4,23.6666666666667,23.6666666666667,23.6666666666667
Liam Reidy,FRE,RUC,398000,39.7267030937024,46,0,51.5,37,0,0,0,0,37,37,37,37
Liam Ryan,WCE,FWD,596000,59.4902388036347,70,72.3333333333333,58.4375,58,43,78,0,0,58,59.6666666666667,59.6666666666667,59.6666666666667
Liam Stocker,STK,DEF,475000,47.4125225364539,51,70.5454545454546,50.6875,57,52,26,0,0,57,45,45,45
Lincoln McCarthy,BRL,FWD,593000,59.1907912928782,65,55.4761904761905,61.5,0,0,0,0,0,0,0,0,0
Lloyd Johnston,GCS,FWD,437000,43.6195207335376,48,44,46.8571428571429,0,0,0,0,0,0,0,0,0
Lloyd Meek,HAW,RUC,863000,86.1410672609678,89,59.375,88.3684210526316,103,97,65,63,0,103,87.6,88.3333333333333,82
Loch Rawlinson,WCE,FWD,230000,22.9576424913356,25,0,22,0,0,0,0,0,0,0,0,0
Logan Evans,PTA,DEF,599000,59.7896863143913,99,0,69.6,23,36,108,23,0,23,47.5,55.6666666666667,47.5
Logan McDonald,SYD,FWD,604000,60.2887654989856,66,54.7368421052632,58.8260869565217,0,0,0,0,0,0,0,0,0
Logan Morris,BRL,FWD,526000,52.5031302193152,27,0,43.4,77,66,57,61,0,77,59.8,66.6666666666667,65.25
Logan Smith,GWS,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Luamon Lual,ESS,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Lucas Camporeale,CAR,MID,309000,30.8430936079247,8,0,0,30,76,0,0,0,30,53,53,53
Lucca Grego,WCE,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Luke Beecken,BRL,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Luke Breust,HAW,FWD,346000,34.5362795739222,47,60.4285714285714,38.2941176470588,44,6,0,0,0,44,25,25,25
Luke Cleary,WBD,DEF,343000,34.2368320631656,29,31,43,47,33,0,0,0,47,40,40,40
Luke Davies-Uniacke,NTH,MID,896000,89.4349898792898,89,97.4285714285714,95.8695652173913,106,99,70,86,0,106,89,91.6666666666667,90.25
Luke Jackson,FRE,RUC/FWD,874000,87.2390414670751,91,84.695652173913,78.6086956521739,74,102,104,93,0,74,93.25,93.3333333333333,93.25
Luke Kennedy,WBD,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Luke Lloyd,BRL,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Luke McDonald,NTH,DEF,622000,62.0854505635248,75,75.1818181818182,60.3181818181818,45,72,68,57,0,45,62.6,61.6666666666667,60.5
Luke Nankervis,ADE,DEF,587000,58.5918962713651,81,61.75,64.5,72,14,0,0,0,72,43,43,43
Luke Parker,NTH,MID/FWD,838000,83.6456713379965,89,89.8636363636364,65.8571428571429,69,113,83,75,0,69,85,88.3333333333333,85
Luke Pedlar,ADE,FWD,490000,48.9097600902366,54,58.2380952380952,24.75,0,0,0,0,0,0,0,0,0
Luke Ryan,FRE,DEF,875000,87.338857303994,112,99.4347826086957,102.130434782609,60,109,70,90,0,60,79,79.6666666666667,82.25
Luke Trainor,RIC,DEF,512000,51.1057085024513,5,0,0,90,74,78,33,0,90,67.4,80.6666666666667,68.75
Luke Urquhart,NTH,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Luker Kentfield,MEL,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Mabior Chol,HAW,FWD,503000,50.2073659701817,81,49,59.3809523809524,35,21,57,61,0,35,43.6,37.6666666666667,43.5
Mac Andrew,GCS,DEF,549000,54.7988944684488,91,48.8823529411765,64.25,32,49,35,0,0,32,38.6666666666667,38.6666666666667,38.6666666666667
Malakai Champion,WCE,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Malcolm Rosas,GCS,FWD,422000,42.1222831797548,46,45.1578947368421,40.7142857142857,0,0,0,0,0,0,0,0,0
Marc Pittonet,CAR,RUC,701000,69.970901680114,77,58.6666666666667,68.3076923076923,0,0,0,0,0,0,0,0,0
Marcus Bontempelli,WBD,MID,1101000,109.897236447654,121,116.95652173913,107.478260869565,0,0,0,0,0,0,0,0,0
Marcus Windhager,STK,MID,738000,73.6640876461115,77,63.2222222222222,70,94,54,54,113,0,94,77.4,67.3333333333333,78.75
Mark Blicavs,GEE,MID/DEF,688000,68.673295800169,94,81.4736842105263,68.5909090909091,32,77,84,68,0,32,65.25,64.3333333333333,65.25
Mark Keane,ADE,DEF,498000,49.7082867855874,54,51.2,62.952380952381,87,32,16,26,0,87,47.2,45,40.25
Mark O'Connor,GEE,DEF/MID,576000,57.4939220652577,50,61.9090909090909,54.8461538461539,70,68,46,70,0,70,60.6,61.3333333333333,63.5
Marty Hore,MEL,DEF,471000,47.0132591887785,52,0,52.1666666666667,0,0,0,0,0,0,0,0,0
Mason Cox,COL,RUC/FWD,517000,51.6047876870456,54,59.375,50.4375,55,0,0,0,0,55,55,55,55
Mason Redman,ESS,DEF,815000,81.3499070888629,90,85.8260869565218,83.8571428571429,81,95,63,82,0,81,80.25,79.6666666666667,80.25
Mason Wood,STK,MID/FWD,838000,83.6456713379965,109,91.6086956521739,82.5555555555556,75,50,94,121,0,75,83.4,73,85
Massimo D'Ambrosio,HAW,MID,718000,71.6677709077345,86,41.75,77.8181818181818,66,63,94,45,0,66,68.2,74.3333333333333,67
Mate Colina,RIC,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Matt Crouch,ADE,MID,960000,95.8232034420962,135,89.2857142857143,101.933333333333,76,55,131,89,0,76,87.75,87.3333333333333,87.75
Matt Duffy,CAR,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Matt Flynn,WCE,RUC,630000,62.8839772588757,61,73.7777777777778,61,73,0,0,0,0,73,73,73,73
Matt Guelfi,ESS,FWD,583000,58.1926329236897,64,50.4615384615385,56.8461538461539,0,0,0,0,0,0,0,0,0
Matt Hill,HAW,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Matt Roberts,SYD,DEF,842000,84.0449346856719,92,30.8333333333333,76.05,86,78,95,81,0,86,88.8,86.3333333333333,85
Matt Rowell,GCS,MID,989000,98.7178627127429,111,92,93.7391304347826,99,74,129,108,0,99,102.5,100.666666666667,102.5
Matt Whitlock,NTH,DEF/FWD,268000,26.7506442942519,22,0,0,36,0,0,0,0,36,36,36,36
Mattaes Phillipou,STK,MID/FWD,656000,65.4791890187658,72,52.2173913043478,63.9230769230769,0,0,0,0,0,0,0,0,0
Matthew Carroll,CAR,DEF,266000,26.5510126204142,-4,0,0,68,0,0,0,0,68,68,68,68
Matthew Cottrell,CAR,MID/FWD,585000,58.3922645975274,42,62.2857142857143,49.8571428571429,82,53,78,58,0,82,67.75,71,67.75
Matthew Jefferson,MEL,FWD,230000,22.9576424913356,44,0,0,0,33,0,0,0,0,16.5,33,33
Matthew Johnson,FRE,MID,668000,66.676979061792,77,56.7222222222222,62,76,44,75,68,0,76,70.4,65,65.75
Matthew Kennedy,WBD,MID/FWD,837000,83.5458555010776,80,74.5714285714286,77.0869565217391,89,95,94,73,0,89,88.6,92.6666666666667,87.75
Matthew Owies,WCE,FWD,487000,48.6103125794801,67,50.5625,48.8695652173913,42,39,35,69,0,42,48.4,38.6666666666667,46.25
Maurice Rioli,RIC,FWD,462000,46.1149166565088,66,29.7,48.5555555555556,27,0,0,0,0,27,27,27,27
Max Gawn,MEL,RUC,1002000,100.015468592688,114,92.1,111.761904761905,118,95,84,63,0,118,97.4,99,90
Max Gruzewski,GWS,FWD,257000,25.6526700881445,27,0,17,1,57,0,0,0,1,29,29,29
Max Hall,STK,MID/FWD,492000,49.1093917640743,36,0,0,62,36,89,51,0,62,64,62.3333333333333,59.5
Max Heath,STK,RUC/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Max Holmes,GEE,DEF/MID,962000,96.0228351159339,89,75.8571428571429,94.4782608695652,133,68,119,77,0,133,100.6,106.666666666667,99.25
Max King,STK,FWD,528000,52.7027618931529,58,57.7,51.4166666666667,0,0,0,0,0,0,0,0,0
Max Knobel,GCS,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Max Michalanney,ADE,DEF,558000,55.6972370007184,84,52.3636363636364,65.1739130434783,42,36,50,72,0,42,50,42.6666666666667,50
Max Ramsden,HAW,FWD,278000,27.7488026634404,30,30.5,34.3333333333333,0,0,0,0,0,0,0,0,0
Michael Frederick,FRE,FWD,594000,59.290607129797,43,58.1052631578947,49.15,76,80,62,42,0,76,67.2,72.6666666666667,65
Michael Walters,FRE,FWD,454000,45.316389961158,50,49.35,44.2352941176471,0,0,0,0,0,0,0,0,0
Miles Bergman,PTA,DEF/MID,828000,82.647512968808,89,60,75.0869565217391,52,113,104,86,0,52,85.2,89.6666666666667,88.75
Miller Bergman,NTH,DEF,364000,36.3329646384615,40,45.1666666666667,31.6666666666667,0,0,0,0,0,0,0,0,0
Mitch Duncan,GEE,DEF,795000,79.3535903504859,87,91.25,77.45,0,0,0,0,0,0,0,0,0
Mitch Georgiades,PTA,FWD,702000,70.0707175170329,50,61.5,63.5294117647059,82,96,62,103,0,82,75,80,85.75
Mitch Knevitt,GEE,MID,545000,54.3996311207734,68,51.25,41.25,48,17,80,103,0,48,62,48.3333333333333,62
Mitch Lewis,HAW,FWD,605000,60.3885813359044,66,71.8666666666667,43.75,0,0,0,0,0,0,0,0,0
Mitch McGovern,CAR,DEF,630000,62.8839772588757,46,70.7368421052632,69.3529411764706,100,69,49,48,0,100,63.6,72.6666666666667,66.5
Mitch Owens,STK,FWD,579000,57.7933695760143,74,73.8636363636364,57.3478260869565,42,49,76,60,0,42,56.75,55.6666666666667,56.75
Mitchell Edwards,GEE,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Mitchell Hinge,ADE,DEF,838000,83.6456713379965,80,75.7272727272727,82.7272727272727,95,86,96,74,0,95,86,92.3333333333333,87.75
Murphy Reid,FRE,MID/FWD,483000,48.2110492318047,42,0,0,46,53,75,50,0,46,58.6,58,56
Mykelti Lefau,RIC,FWD,459000,45.8154691457523,50,0,44.7,0,0,0,0,0,0,0,0,0
Nasiah Wanganeen-Milera,STK,DEF,1012000,101.013626961876,114,91.3478260869565,97.7272727272727,102,91,112,101,0,102,103.8,101.666666666667,101.5
Nat Fyfe,FRE,MID,613000,61.1871080312552,67,49.3333333333333,59.8181818181818,0,0,0,0,0,0,0,0,0
Nate Caddy,ESS,FWD,510000,50.9060768286136,58,0,53.1,46,69,26,57,0,46,49.5,47,49.5
Nathan Broad,RIC,DEF,624000,62.2850822373626,37,66.8947368421053,61.6363636363636,95,67,78,46,0,95,66,80,71.5
Nathan O'Driscoll,FRE,MID,642000,64.0817673019019,40,56.5,50.5,65,99,79,85,0,65,82,81,82
Nathan Wardius,GWS,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Ned Bowman,SYD,FWD,265000,26.4511967834953,29,0,0,0,0,0,0,0,0,0,0,0
Ned Long,COL,MID,553000,55.1981578161242,24,41.75,45.1428571428572,104,31,72,90,0,104,65.4,69,74.25
Ned Moyle,GCS,RUC,749000,74.7620618522188,82,54,77.625,0,0,0,0,0,0,0,0,0
Ned Reeves,HAW,RUC,512000,51.1057085024513,56,60.9047619047619,52.25,0,0,0,0,0,0,0,0,0
Neil Erasmus,FRE,MID/FWD,454000,45.316389961158,34,51.7142857142857,25.75,61,50,0,0,0,61,55.5,55.5,55.5
Nic Martin,ESS,DEF/FWD,982000,98.0191518543109,114,85.1739130434783,107.217391304348,121,73,72,106,0,121,93,88.6666666666667,93
Nic Newman,CAR,DEF,1052000,105.00626043863,115,97.952380952381,102.565217391304,0,0,0,0,0,0,0,0,0
Nicholas Madden,GWS,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Nick Blakey,SYD,DEF,801000,79.952485371999,107,71.3913043478261,81.9565217391305,68,60,86,86,0,68,78,71.3333333333333,75
Nick Bryan,ESS,RUC,622000,62.0854505635248,99,54.875,71.4,11,67,72,81,0,11,57.75,50,57.75
Nick Coffield,WBD,DEF,404000,40.3255981152155,44,0,41.875,0,0,0,0,0,0,0,0,0
Nick Daicos,COL,MID,1009000,100.71417945112,86,108.75,104.695652173913,136,76,136,95,0,136,100.6,116,110.75
Nick Haynes,CAR,DEF,654000,65.2795573449281,56,66.4736842105263,71.5,90,54,89,35,0,90,67,77.6666666666667,67
Nick Holman,GCS,MID/FWD,463000,46.2147324934277,76,57,49.1428571428572,20,30,61,0,0,20,37,37,37
Nick Larkey,NTH,FWD,593000,59.1907912928782,67,60,55.304347826087,60,45,74,64,0,60,61.6,59.6666666666667,60.75
Nick Murray,ADE,DEF,480000,47.9116017210481,39,39.9411764705882,45.3333333333333,56,61,0,0,0,56,58.5,58.5,58.5
Nick Vlastuin,RIC,DEF,728000,72.665929276923,78,81.1904761904762,81.5,89,74,54,53,0,89,71,72.3333333333333,67.5
Nick Watson,HAW,FWD,580000,57.8931854129331,51,0,55.5,39,90,77,69,0,39,57.2,68.6666666666667,68.75
Nik Cox,ESS,MID,543000,54.1999994469357,60,44.1666666666667,52.9,0,0,0,0,0,0,0,0,0
Noah Anderson,GCS,MID,1053000,105.106076275549,127,100.521739130435,103.913043478261,94,92,117,117,0,94,105,101,105
Noah Answerth,BRL,DEF,557000,55.5974211637996,61,38.25,51,54,48,67,64,0,54,58.2,56.3333333333333,58.25
Noah Balta,RIC,DEF/FWD,624000,62.2850822373626,68,64.6521739130435,60.7894736842105,0,0,0,0,0,0,0,0,0
Noah Long,WCE,FWD,330000,32.9392261832206,55,46.4736842105263,43.5714285714286,13,38,29,15,0,13,23.75,26.6666666666667,23.75
Noah Mraz,HAW,DEF,238000,23.7561691866864,26,0,0,0,0,0,0,0,0,0,0,0
Odin Jones,FRE,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Oisin Mullin,GEE,DEF,431000,43.0206257120245,34,30.8333333333333,39,34,81,52,19,0,34,45.6,55.6666666666667,46.5
Oleg Markov,COL,DEF,469000,46.8136275149408,51,49.05,45.75,0,0,0,0,0,0,0,0,0
Oliver Dempsey,GEE,MID,717000,71.5679550708156,65,32.8,72.7826086956522,84,103,46,55,0,84,73.8,77.6666666666667,72
Oliver Florent,SYD,DEF/MID,701000,69.970901680114,64,70.9565217391304,76.5217391304348,86,91,45,65,0,86,68.6,74,71.75
Oliver Hannaford,GWS,MID/FWD,289000,28.8467768695477,32,0,0,0,0,0,0,0,0,0,0,0
Oliver Hayes-Brown,RIC,RUC,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Oliver Henry,GEE,FWD,457000,45.6158374719146,55,55.8636363636364,45.2380952380953,45,40,43,48,0,45,46.4,42.6666666666667,44
Oliver Hollands,CAR,MID/DEF,645000,64.3812148126584,52,58.1764705882353,62.4090909090909,83,87,52,48,0,83,68.4,74,67.5
Oliver Sestan,MEL,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Oliver Wiltshire,GEE,MID/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Ollie Lord,PTA,FWD,351000,35.0353587585164,23,35,33.6666666666667,39,56,0,0,0,39,47.5,47.5,47.5
Ollie Murphy,FRE,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Ollie Wines,PTA,MID,912000,91.0320432699914,110,77.6521739130435,90.7727272727273,84,78,100,98,0,84,91.4,87.3333333333333,90
Orazio Fantasia,CAR,FWD,361000,36.0335171277049,40,37.6666666666667,35.1428571428571,0,0,0,0,0,0,0,0,0
Oscar Allen,WCE,FWD,482000,48.1112333948858,62,64.0869565217391,56.5454545454546,47,52,30,36,0,47,44.8,43,41.25
Oscar McDonald,FRE,DEF,285000,28.4475135218723,31,0,38,0,0,0,0,0,0,0,0,0
Oscar McInerney,BRL,RUC,830000,82.8471446426457,108,82.7272727272727,85.6363636363636,62,82,86,85,0,62,78.75,76.6666666666667,78.75
Oscar Ryan,ADE,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Oscar Steene,COL,RUC/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Oskar Baker,WBD,MID/DEF,498000,49.7082867855874,38,60.2222222222222,56.3333333333333,84,59,11,0,0,84,51.3333333333333,51.3333333333333,51.3333333333333
Paddy Dow,STK,MID,649000,64.7804781603338,71,56.7,63.3,0,0,0,0,0,0,0,0,0
Patrick Cripps,CAR,MID,875000,87.338857303994,123,88.2857142857143,100.04347826087,84,53,80,88,0,84,81.4,72.3333333333333,76.25
Patrick Dangerfield,GEE,MID/FWD,754000,75.2611410368131,63,79.8888888888889,79.5714285714286,88,94,84,52,0,88,75.4,88.6666666666667,79.5
Patrick Lipinski,COL,MID/FWD,703000,70.1705333539517,70,69.7272727272727,68.6956521739131,80,67,61,97,0,80,71.6,69.3333333333333,76.25
Patrick Retschko,GEE,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Patrick Said,STK,MID/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Patrick Snell,SYD,DEF/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Patrick Voss,FRE,FWD,481000,48.011417557967,39,0,41.2857142857143,56,47,63,64,0,56,57.5,55.3333333333333,57.5
Paul Curtis,NTH,FWD,701000,69.970901680114,69,43.9047619047619,56.4782608695652,66,88,53,110,0,66,77.6,69,79.25
Peter Ladhams,SYD,RUC/FWD,560000,55.8968686745561,65,76.2222222222222,37,46,64,56,0,0,46,55.3333333333333,55.3333333333333,55.3333333333333
Peter Wright,ESS,FWD,661000,65.97826820336,72,58,64.4285714285714,0,0,0,0,0,0,0,0,0
Phoenix Gothard,GWS,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Quinton Narkle,FRE,FWD,381000,38.0298338660819,42,45.3333333333333,37.1,0,0,0,0,0,0,0,0,0
Reece Torrent,BRL,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Reef McInnes,COL,FWD/DEF,352000,35.1351745954353,50,20.6,32.5555555555556,0,54,49,0,0,0,34.3333333333333,51.5,51.5
Reilly O'Brien,ADE,RUC,808000,80.651196230431,123,88.4347826086957,91,57,54,88,74,0,57,74.2,66.3333333333333,68.25
Reuben Ginbey,WCE,MID/DEF,585000,58.3922645975274,70,57.9411764705882,60.1304347826087,55,62,48,58,0,55,58.2,55,55.75
Rhett Bazzo,WCE,DEF,230000,22.9576424913356,25,30.2727272727273,26,0,0,0,0,0,0,0,0,0
Rhyan Mansell,RIC,FWD,557000,55.5974211637996,64,41.2352941176471,54.8095238095238,36,86,42,0,0,36,54.6666666666667,54.6666666666667,54.6666666666667
Rhylee West,WBD,FWD,561000,55.996684511475,45,51.75,59.6190476190476,86,64,42,26,0,86,58,64,54.5
Rhys Stanley,GEE,RUC,677000,67.5753215940616,71,71.3076923076923,65.5833333333333,65,78,0,0,0,65,71.5,71.5,71.5
Rhys Unwin,ESS,MID,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Riak Andrew,SYD,DEF,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Ricky Mentha,MEL,DEF/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Riley Bice,SYD,DEF,499000,49.8081026225063,-28,0,0,94,125,64,35,0,94,79.5,94.3333333333333,79.5
Riley Garcia,WBD,FWD,645000,64.3812148126584,71,37,62.9090909090909,0,0,0,0,0,0,0,0,0
Riley Hardeman,NTH,DEF,309000,30.8430936079247,57,0,43.3333333333333,8,24,0,0,0,8,16,16,16
Riley Thilthorpe,ADE,FWD,801000,79.952485371999,72,52.8571428571429,68.2857142857143,71,105,98,91,0,71,89.4,91.3333333333333,91.25
River Stevens,NTH,MID/FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Rob Monahan,CAR,FWD,230000,22.9576424913356,25,0,0,0,0,0,0,0,0,0,0,0
Robbie Fox,SYD,DEF/FWD,510000,50.9060768286136,56,55.3157894736842,49.6875,0,0,0,0,0,0,0,0,0
Robert Hansen Jr,NTH,FWD/MID,340000,33.9373845524091,33,19,32.6666666666667,35,28,50,39,0,35,38,37.6666666666667,38
Rory Atkins,PTA,DEF,606000,60.4883971728232,66,74.7058823529412,42,0,0,0,0,0,0,0,0,0
Rory Laird,ADE,MID/DEF,926000,92.4294649868553,120,109.227272727273,99.3478260869565,89,60,108,83,0,89,89.4,85.6666666666667,85
Rory Lobb,WBD,DEF,593000,59.1907912928782,49,58.45,65.2666666666667,80,63,52,62,0,80,58.4,65,64.25
Rowan Marshall,STK,RUC,1044000,104.20773374328,145,115.826086956522,117.086956521739,70,75,123,142,0,70,94.8,89.3333333333333,102.5
Ryan Angwin,GWS,MID,471000,47.0132591887785,52,38.9333333333333,56,0,0,0,0,0,0,0,0,0
Ryan Burton,PTA,DEF,638000,63.6825039542265,79,64.2,65.6153846153846,67,45,0,0,0,67,56,56,56
Ryan Byrnes,STK,MID/DEF,697000,69.5716383324386,59,62,66.6,84,79,72,69,0,84,73.2,78.3333333333333,76
Ryan Gardner,WBD,DEF,279000,27.8486185003592,31,38.8,0,0,0,0,0,0,0,0,0,0
Ryan Lester,BRL,DEF,607000,60.5882130097421,94,63.125,65.0869565217391,45,26,62,94,0,45,56.8,44.3333333333333,56.75
Ryan Maric,WCE,MID/FWD,602000,60.0891338251478,25,49.3,41,78,73,101,74,0,78,71.4,84,81.5
Ryley Sanders,WBD,MID/FWD,716000,71.4681392338968,60,0,63.9285714285714,80,92,73,69,0,80,77.2,81.6666666666667,78.5
Saad El-Hawli,ESS,DEF/MID,260000,25.9521175989011,-4,0,0,73,17,0,0,0,73,45,45,45
Sam Banks,RIC,MID,471000,47.0132591887785,38,51.6666666666667,43.6666666666667,65,55,25,64,0,65,52.25,48.3333333333333,52.25
Sam Berry,ADE,MID,604000,60.2887654989856,66,49.25,58.8888888888889,0,0,0,0,0,0,0,0,0
Sam Butler,HAW,FWD,364000,36.3329646384615,40,0,0,0,0,0,0,0,0,0,0,0
Sam Clohesy,GCS,MID,602000,60.0891338251478,75,0,65.75,61,28,99,33,0,61,55.25,62.6666666666667,55.25
Sam Collins,GCS,DEF,501000,50.007734296344,74,54.4347826086957,53.6086956521739,37,32,52,61,0,37,45.5,40.3333333333333,45.5
Sam Darcy,WBD,FWD,880000,87.8379364885882,71,20,75.85,82,128,99,100,0,82,94.8,103,102.25
Sam Davidson,WBD,FWD/MID,553000,55.1981578161242,26,0,0,57,65,125,60,0,57,72,82.3333333333333,76.75
Sam Day,BRL,FWD,517000,51.6047876870456,49,0,0,58,68,41,41,0,58,52,55.6666666666667,52
Sam De Koning,GEE,DEF/RUC,717000,71.5679550708156,87,47.9473684210526,55,56,84,66,72,0,56,80.4,68.6666666666667,69.5
Sam Docherty,CAR,MID,774000,77.2574577751901,60,0,0,87,111,76,70,0,87,80,91.3333333333333,86
Sam Draper,ESS,RUC/FWD,720000,71.8674025815722,64,66.5714285714286,67,101,59,67,88,0,101,78.75,75.6666666666667,78.75
Sam Durham,ESS,MID,810000,80.8508279042687,76,63,82.9545454545455,99,95,60,75,0,99,82.25,84.6666666666667,82.25
Sam Flanders,GCS,DEF/MID,1011000,100.913811124958,136,89.5714285714286,107.772727272727,78,99,89,0,0,78,88.6666666666667,88.6666666666667,88.6666666666667
Sam Frost,HAW,DEF,324000,32.3403311617075,61,49.6111111111111,37.4347826086957,17,6,0,0,0,17,11.5,11.5,11.5
Sam Lalor,RIC,MID/FWD,498000,49.7082867855874,13,0,0,95,46,62,68,0,95,67.75,67.6666666666667,67.75
Sam Marshall,BRL,MID,268000,26.7506442942519,29,0,0,0,0,0,0,0,0,0,0,0
Sam Powell-Pepper,PTA,FWD,599000,59.7896863143913,36,61.3913043478261,56.6666666666667,75,75,68,90,0,75,67,72.6666666666667,77
Sam Sturt,FRE,FWD,496000,49.5086551117497,54,42.9285714285714,48.3076923076923,0,0,0,0,0,0,0,0,0
